provider_code,provider_name,category,game_symbol,game_name,localized_title,game_image,launch_enable,under_maintenance
3,Pocket Games Soft,Slot,135,Wild Bounty Showdown,Wild Bounty Showdown,https://bo-prd-v2.meganodes.net/img/games/p3/135.png,True,False
3,Pocket Games Soft,Slot,132,Wild Coaster,Wild Coaster,https://bo-prd-v2.meganodes.net/img/games/p3/132.png,True,False
3,Pocket Games Soft,Slot,1338274,Totem Wonders,Totem Wonders,https://bo-prd-v2.meganodes.net/img/games/p3/1338274.png,True,False
3,Pocket Games Soft,Slot,1312883,Prosperity Fortune Tree,Prosperity Fortune Tree,https://bo-prd-v2.meganodes.net/img/games/p3/1312883.png,True,False
3,Pocket Games Soft,Slot,127,Speed Winner,Speed Winner,https://bo-prd-v2.meganodes.net/img/games/p3/127.png,True,False
3,Pocket Games Soft,Slot,61,Flirting Scholar,Flirting Scholar,https://bo-prd-v2.meganodes.net/img/games/p3/61.png,True,False
3,Pocket Games Soft,Slot,69,Bikini Paradise,Bikini Paradise,https://bo-prd-v2.meganodes.net/img/games/p3/69.png,True,False
3,Pocket Games Soft,Slot,108,Buffalo Win,Buffalo Win,https://bo-prd-v2.meganodes.net/img/games/p3/108.png,True,False
3,Pocket Games Soft,Slot,100,Candy Bonanza,Candy Bonanza,https://bo-prd-v2.meganodes.net/img/games/p3/100.png,True,False
3,Pocket Games Soft,Slot,70,Candy Burst,Candy Burst,https://bo-prd-v2.meganodes.net/img/games/p3/70.png,True,False
3,Pocket Games Soft,Slot,80,Circus Delight,Circus Delight,https://bo-prd-v2.meganodes.net/img/games/p3/80.png,True,False
3,Pocket Games Soft,Slot,63,Dragon Tiger Luck,Dragon Tiger Luck,https://bo-prd-v2.meganodes.net/img/games/p3/63.png,True,False
3,Pocket Games Soft,Slot,44,Emperor's Favour,Emperor's Favour,https://bo-prd-v2.meganodes.net/img/games/p3/44.png,True,False
3,Pocket Games Soft,Slot,68,Fortune Mouse,Fortune Mouse,https://bo-prd-v2.meganodes.net/img/games/p3/68.png,True,False
3,Pocket Games Soft,Slot,88,Jewels of Prosperity,Jewels of Prosperity,https://bo-prd-v2.meganodes.net/img/games/p3/88.png,True,False
3,Pocket Games Soft,Slot,85,Genie's 3 Wishes,Genie's 3 Wishes,https://bo-prd-v2.meganodes.net/img/games/p3/85.png,True,False
3,Pocket Games Soft,Slot,91,Guardians of Ice and Fire,Guardians of Ice and Fire,https://bo-prd-v2.meganodes.net/img/games/p3/91.png,True,False
3,Pocket Games Soft,Slot,105,Heist  Stakes,Heist  Stakes,https://bo-prd-v2.meganodes.net/img/games/p3/105.png,True,False
3,Pocket Games Soft,Slot,97,Jack Frost's Winter,Jack Frost's Winter,https://bo-prd-v2.meganodes.net/img/games/p3/97.png,True,False
3,Pocket Games Soft,Slot,121,Destiny of Sun & Moon,Destiny of Sun & Moon,https://bo-prd-v2.meganodes.net/img/games/p3/121.png,True,False
3,Pocket Games Soft,Slot,50,Journey to the Wealth,Journey to the Wealth,https://bo-prd-v2.meganodes.net/img/games/p3/50.png,True,False
3,Pocket Games Soft,Slot,40,Jungle Delight,Jungle Delight,https://bo-prd-v2.meganodes.net/img/games/p3/40.png,True,False
3,Pocket Games Soft,Slot,102,Mermaid Riches,Mermaid Riches,https://bo-prd-v2.meganodes.net/img/games/p3/102.png,True,False
3,Pocket Games Soft,Slot,42,Ganesha Gold,Ganesha Gold,https://bo-prd-v2.meganodes.net/img/games/p3/42.png,True,False
3,Pocket Games Soft,Slot,122,Garuda Gems,Garuda Gems,https://bo-prd-v2.meganodes.net/img/games/p3/122.png,True,False
3,Pocket Games Soft,Slot,36,Prosperity Lion,Prosperity Lion,https://bo-prd-v2.meganodes.net/img/games/p3/36.png,True,False
3,Pocket Games Soft,Slot,114,Emoji Riches,Emoji Riches,https://bo-prd-v2.meganodes.net/img/games/p3/114.png,True,False
3,Pocket Games Soft,Slot,103,Crypto Gold,Crypto Gold,https://bo-prd-v2.meganodes.net/img/games/p3/103.png,True,False
3,Pocket Games Soft,Slot,1,Honey Trap of Diao Chan,Honey Trap of Diao Chan,https://bo-prd-v2.meganodes.net/img/games/p3/1.png,True,False
3,Pocket Games Soft,Slot,3,Fortune Gods,Fortune Gods,https://bo-prd-v2.meganodes.net/img/games/p3/3.png,True,False
3,Pocket Games Soft,Slot,24,Win Win Won,Win Win Won,https://bo-prd-v2.meganodes.net/img/games/p3/24.png,True,False
3,Pocket Games Soft,Slot,6,Medusa II,Medusa II,https://bo-prd-v2.meganodes.net/img/games/p3/6.png,True,False
3,Pocket Games Soft,Slot,26,Tree of Fortune,Tree of Fortune,https://bo-prd-v2.meganodes.net/img/games/p3/26.png,True,False
3,Pocket Games Soft,Slot,7,Medusa,Medusa,https://bo-prd-v2.meganodes.net/img/games/p3/7.png,True,False
3,Pocket Games Soft,Slot,25,Plushie Frenzy,Plushie Frenzy,https://bo-prd-v2.meganodes.net/img/games/p3/25.png,True,False
3,Pocket Games Soft,Slot,118,Mask Carnival,Mask Carnival,https://bo-prd-v2.meganodes.net/img/games/p3/118.png,True,False
3,Pocket Games Soft,Slot,2,Gem Saviour,Gem Saviour,https://bo-prd-v2.meganodes.net/img/games/p3/2.png,True,False
3,Pocket Games Soft,Slot,28,Hotpot,Hotpot,https://bo-prd-v2.meganodes.net/img/games/p3/28.png,True,False
3,Pocket Games Soft,Slot,29,Dragon Legend,Dragon Legend,https://bo-prd-v2.meganodes.net/img/games/p3/29.png,True,False
3,Pocket Games Soft,Slot,35,Mr. Hallow-Win,Mr. Hallow-Win,https://bo-prd-v2.meganodes.net/img/games/p3/35.png,True,False
3,Pocket Games Soft,Slot,34,Legend of Hou Yi,Legend of Hou Yi,https://bo-prd-v2.meganodes.net/img/games/p3/34.png,True,False
3,Pocket Games Soft,Slot,64,Muay Thai Champion,Muay Thai Champion,https://bo-prd-v2.meganodes.net/img/games/p3/64.png,True,False
3,Pocket Games Soft,Slot,33,Hip Hop Panda,Hip Hop Panda,https://bo-prd-v2.meganodes.net/img/games/p3/33.png,True,False
3,Pocket Games Soft,Slot,37,Santa's Gift Rush,Santa's Gift Rush,https://bo-prd-v2.meganodes.net/img/games/p3/37.png,True,False
3,Pocket Games Soft,Slot,107,Legendary Monkey King,Legendary Monkey King,https://bo-prd-v2.meganodes.net/img/games/p3/107.png,True,False
3,Pocket Games Soft,Slot,18,Hood vs Wolf,Hood vs Wolf,https://bo-prd-v2.meganodes.net/img/games/p3/18.png,True,False
3,Pocket Games Soft,Slot,59,Ninja vs Samurai,Ninja vs Samurai,https://bo-prd-v2.meganodes.net/img/games/p3/59.png,True,False
3,Pocket Games Soft,Slot,90,Secrets of Cleopatra,Secrets of Cleopatra,https://bo-prd-v2.meganodes.net/img/games/p3/90.png,True,False
3,Pocket Games Soft,Slot,115,Supermarket Spree,Supermarket Spree,https://bo-prd-v2.meganodes.net/img/games/p3/115.png,True,False
3,Pocket Games Soft,Slot,75,Ganesha Fortune,Ganesha Fortune,https://bo-prd-v2.meganodes.net/img/games/p3/75.png,True,False
3,Pocket Games Soft,Slot,106,Ways of the Qilin,Ways of the Qilin,https://bo-prd-v2.meganodes.net/img/games/p3/106.png,True,False
3,Pocket Games Soft,Slot,54,Captain's Bounty,Captain's Bounty,https://bo-prd-v2.meganodes.net/img/games/p3/54.png,True,False
3,Pocket Games Soft,Slot,60,Leprechaun Riches,Leprechaun Riches,https://bo-prd-v2.meganodes.net/img/games/p3/60.png,True,False
3,Pocket Games Soft,Slot,89,Lucky Neko,Lucky Neko,https://bo-prd-v2.meganodes.net/img/games/p3/89.png,True,False
3,Pocket Games Soft,Slot,87,Treasures of Aztec,Treasures of Aztec,https://bo-prd-v2.meganodes.net/img/games/p3/87.png,True,False
3,Pocket Games Soft,Slot,20,Reel Love,Reel Love,https://bo-prd-v2.meganodes.net/img/games/p3/20.png,True,False
3,Pocket Games Soft,Slot,101,Rise of Apollo,Rise of Apollo,https://bo-prd-v2.meganodes.net/img/games/p3/101.png,True,False
3,Pocket Games Soft,Slot,104,Wild Bandito,Wild Bandito,https://bo-prd-v2.meganodes.net/img/games/p3/104.png,True,False
3,Pocket Games Soft,Slot,94,Bali Vacation,Bali Vacation,https://bo-prd-v2.meganodes.net/img/games/p3/94.png,True,False
3,Pocket Games Soft,Slot,58,Vampire's Charm,Vampire's Charm,https://bo-prd-v2.meganodes.net/img/games/p3/58.png,True,False
3,Pocket Games Soft,Slot,113,Raider Jane's Crypt of Fortune,Raider Jane's Crypt of Fortune,https://bo-prd-v2.meganodes.net/img/games/p3/113.png,True,False
3,Pocket Games Soft,Slot,38,Gem Saviour Sword,Gem Saviour Sword,https://bo-prd-v2.meganodes.net/img/games/p3/38.png,True,False
3,Pocket Games Soft,Slot,123,Rooster Rumble,Rooster Rumble,https://bo-prd-v2.meganodes.net/img/games/p3/123.png,True,False
3,Pocket Games Soft,Slot,120,The Queen's Banguet,The Queen's Banguet,https://bo-prd-v2.meganodes.net/img/games/p3/120.png,True,False
3,Pocket Games Soft,Slot,124,Battleground Royale,Battleground Royale,https://bo-prd-v2.meganodes.net/img/games/p3/124.png,True,False
3,Pocket Games Soft,Slot,129,Win Win Fish Prawn Crab,Win Win Fish Prawn Crab,https://bo-prd-v2.meganodes.net/img/games/p3/129.png,True,False
3,Pocket Games Soft,Slot,130,Lucky Piggy,Lucky Piggy,https://bo-prd-v2.meganodes.net/img/games/p3/130.png,True,False
3,Pocket Games Soft,Slot,41,Symbols of Egypt,Symbols of Egypt,https://bo-prd-v2.meganodes.net/img/games/p3/41.png,True,False
3,Pocket Games Soft,Slot,84,Queen Of Bounty,Queen Of Bounty,https://bo-prd-v2.meganodes.net/img/games/p3/84.png,True,False
3,Pocket Games Soft,Slot,65,Mahjong Ways,Mahjong Ways,https://bo-prd-v2.meganodes.net/img/games/p3/65.png,True,False
3,Pocket Games Soft,Slot,74,Mahjong Ways 2,Mahjong Ways 2,https://bo-prd-v2.meganodes.net/img/games/p3/74.png,True,False
3,Pocket Games Soft,Slot,86,Galactic Gems,Galactic Gems,https://bo-prd-v2.meganodes.net/img/games/p3/86.png,True,False
3,Pocket Games Soft,Slot,83,Wild Fireworks,Wild Fireworks,https://bo-prd-v2.meganodes.net/img/games/p3/83.png,True,False
3,Pocket Games Soft,Slot,82,Phoenix Rises,Phoenix Rises,https://bo-prd-v2.meganodes.net/img/games/p3/82.png,True,False
3,Pocket Games Soft,Slot,67,Shaolin Soccer,Shaolin Soccer,https://bo-prd-v2.meganodes.net/img/games/p3/67.png,True,False
3,Pocket Games Soft,Slot,95,Majestic Treasures,Majestic Treasures,https://bo-prd-v2.meganodes.net/img/games/p3/95.png,True,False
3,Pocket Games Soft,Slot,119,Spirited Wonders,Spirited Wonders,https://bo-prd-v2.meganodes.net/img/games/p3/119.png,True,False
3,Pocket Games Soft,Slot,110,Jurassic Kingdom,Jurassic Kingdom,https://bo-prd-v2.meganodes.net/img/games/p3/110.png,True,False
3,Pocket Games Soft,Slot,92,Thai River Wonders,Thai River Wonders,https://bo-prd-v2.meganodes.net/img/games/p3/92.png,True,False
3,Pocket Games Soft,Slot,62,Gem Saviour Conquest,Gem Saviour Conquest,https://bo-prd-v2.meganodes.net/img/games/p3/62.png,True,False
3,Pocket Games Soft,Slot,98,Fortune Ox,Fortune Ox,https://bo-prd-v2.meganodes.net/img/games/p3/98.png,True,False
3,Pocket Games Soft,Slot,73,Egypt's Book of Mystery,Egypt's Book of Mystery,https://bo-prd-v2.meganodes.net/img/games/p3/73.png,True,False
3,Pocket Games Soft,Slot,126,Fortune Tiger,Fortune Tiger,https://bo-prd-v2.meganodes.net/img/games/p3/126.png,True,False
3,Pocket Games Soft,Slot,57,Dragon Hatch,Dragon Hatch,https://bo-prd-v2.meganodes.net/img/games/p3/57.png,True,False
3,Pocket Games Soft,Slot,71,Caishen Wins,Caishen Wins,https://bo-prd-v2.meganodes.net/img/games/p3/71.png,True,False
3,Pocket Games Soft,Slot,112,Oriental Prosperity,Oriental Prosperity,https://bo-prd-v2.meganodes.net/img/games/p3/112.png,True,False
3,Pocket Games Soft,Slot,79,Dreams of Macau,Dreams of Macau,https://bo-prd-v2.meganodes.net/img/games/p3/79.png,True,False
3,Pocket Games Soft,Slot,53,The Great Icescape,The Great Icescape,https://bo-prd-v2.meganodes.net/img/games/p3/53.png,True,False
3,Pocket Games Soft,Slot,48,Double Fortune,Double Fortune,https://bo-prd-v2.meganodes.net/img/games/p3/48.png,True,False
3,Pocket Games Soft,Slot,117,Cocktail Nights,Cocktail Nights,https://bo-prd-v2.meganodes.net/img/games/p3/117.png,True,False
3,Pocket Games Soft,Slot,93,Opera Dynasty,Opera Dynasty,https://bo-prd-v2.meganodes.net/img/games/p3/93.png,True,False
3,Pocket Games Soft,Slot,125,Butterfly Blossom,Butterfly Blossom,https://bo-prd-v2.meganodes.net/img/games/p3/125.png,True,False
4,Booongo,Slot,699,King of the Sky,King of the Sky,https://bo-prd-v2.meganodes.net/img/games/p4/699.png,True,False
4,Booongo,Slot,989,Thunder Coins XXL,Thunder Coins XXL,https://bo-prd-v2.meganodes.net/img/games/p4/989.png,True,False
4,Booongo,Slot,810,Charge the Clovers,Charge the Clovers,https://bo-prd-v2.meganodes.net/img/games/p4/810.png,True,False
4,Booongo,Slot,953,4 Fairy Flowers,4 Fairy Flowers,https://bo-prd-v2.meganodes.net/img/games/p4/953.png,True,False
4,Booongo,Slot,770,Lion Gems 3Pots,Lion Gems 3Pots,https://bo-prd-v2.meganodes.net/img/games/p4/770.png,True,False
4,Booongo,Slot,657,3 Chillies And Joker,3 Chillies And Joker,https://bo-prd-v2.meganodes.net/img/games/p4/657.png,True,False
4,Booongo,Slot,811,4 Pots Riches,4 Pots Riches,https://bo-prd-v2.meganodes.net/img/games/p4/811.png,True,False
4,Booongo,Slot,863,Crown Strike,Crown Strike,https://bo-prd-v2.meganodes.net/img/games/p4/863.png,True,False
4,Booongo,Slot,732,Wild Cats Fire,Wild Cats Fire,https://bo-prd-v2.meganodes.net/img/games/p4/732.png,True,False
4,Booongo,Slot,913,3 Super Coin Volcanoes,3 Super Coin Volcanoes,https://bo-prd-v2.meganodes.net/img/games/p4/913.png,True,False
4,Booongo,Slot,864,Super Hot Teapots,Super Hot Teapots,https://bo-prd-v2.meganodes.net/img/games/p4/864.png,True,False
4,Booongo,Slot,852,3 Gates of Pyramid,3 Gates of Pyramid,https://bo-prd-v2.meganodes.net/img/games/p4/852.png,True,False
4,Booongo,Slot,875,4 Pots of Egypt,4 Pots of Egypt,https://bo-prd-v2.meganodes.net/img/games/p4/875.png,True,False
4,Booongo,Slot,986,Sugar Teddy x1000,Sugar Teddy x1000,https://bo-prd-v2.meganodes.net/img/games/p4/986.png,True,False
4,Booongo,Slot,946,Tornado Power,Tornado Power,https://bo-prd-v2.meganodes.net/img/games/p4/946.png,True,False
4,Booongo,Slot,951,4 Supercharged Clovers,4 Supercharged Clovers,https://bo-prd-v2.meganodes.net/img/games/p4/951.png,True,False
4,Booongo,Slot,949,Coin Strike XXL,Coin Strike XXL,https://bo-prd-v2.meganodes.net/img/games/p4/949.png,True,False
4,Booongo,Slot,950,3 Super Hungry Pandas,3 Super Hungry Pandas,https://bo-prd-v2.meganodes.net/img/games/p4/950.png,True,False
4,Booongo,Slot,856,Coin Tornado,Coin Tornado,https://bo-prd-v2.meganodes.net/img/games/p4/856.png,True,False
4,Booongo,Slot,880,Diamond Power XXL,Diamond Power XXL,https://bo-prd-v2.meganodes.net/img/games/p4/880.png,True,False
4,Booongo,Slot,948,Golden Penny 2 x 1000,Golden Penny 2 x 1000,https://bo-prd-v2.meganodes.net/img/games/p4/948.png,True,False
4,Booongo,Slot,872,Lava Coins 2,Lava Coins 2,https://bo-prd-v2.meganodes.net/img/games/p4/872.png,True,False
4,Booongo,Slot,871,Egypt Fire 2: Hold and Win,Egypt Fire 2: Hold and Win,https://bo-prd-v2.meganodes.net/img/games/p4/871.png,True,False
4,Booongo,Slot,846,Coin Volcano 2: Hold and Win,Coin Volcano 2: Hold and Win,https://bo-prd-v2.meganodes.net/img/games/p4/846.png,True,False
4,Booongo,Slot,874,Flaming Bells: Hold and Win,Flaming Bells: Hold and Win,https://bo-prd-v2.meganodes.net/img/games/p4/874.png,True,False
4,Booongo,Slot,812,Maya Lock: Break and Win,Maya Lock: Break and Win,https://bo-prd-v2.meganodes.net/img/games/p4/812.png,True,False
4,Booongo,Slot,857,Magic Clovers: Hold and Win,Magic Clovers: Hold and Win,https://bo-prd-v2.meganodes.net/img/games/p4/857.png,True,False
4,Booongo,Slot,496,Dancing Joker,Dancing Joker,https://bo-prd-v2.meganodes.net/img/games/p4/496.png,True,False
4,Booongo,Slot,497,3 Super Hot Chillies: Hold and Win,3 Super Hot Chillies: Hold and Win,https://bo-prd-v2.meganodes.net/img/games/p4/497.png,True,False
4,Booongo,Slot,769,Coin Princess x1000,Coin Princess x1000,https://bo-prd-v2.meganodes.net/img/games/p4/769.png,True,True
4,Booongo,Slot,768,Super China Pots: Hold and Win,Super China Pots: Hold and Win,https://bo-prd-v2.meganodes.net/img/games/p4/768.png,True,False
4,Booongo,Slot,460,Coin Express: Hold and Win,Coin Express: Hold and Win,https://bo-prd-v2.meganodes.net/img/games/p4/460.png,True,False
4,Booongo,Slot,461,3 Hot Teapots: Hold and Win,3 Hot Teapots: Hold and Win,https://bo-prd-v2.meganodes.net/img/games/p4/461.png,True,False
4,Booongo,Slot,lobby,Lobby,Lobby,https://bo-prd-v2.meganodes.net/img/games/p4/lobby.png,True,False
4,Booongo,Slot,621,3 Luxor Pots: Hold and Win,3 Luxor Pots: Hold and Win,https://bo-prd-v2.meganodes.net/img/games/p4/621.png,True,False
4,Booongo,Slot,620,3 Magic Lamps,3 Magic Lamps,https://bo-prd-v2.meganodes.net/img/games/p4/620.png,True,False
4,Booongo,Slot,619,3 Pirate Barrels: Hold and Win,3 Pirate Barrels: Hold and Win,https://bo-prd-v2.meganodes.net/img/games/p4/619.png,True,False
4,Booongo,Slot,592,Jingle Coins: Hold and Win,Jingle Coins: Hold and Win,https://bo-prd-v2.meganodes.net/img/games/p4/592.png,True,False
4,Booongo,Slot,588,Lightning Clovers: Hit the Bonus,Lightning Clovers: Hit the Bonus,https://bo-prd-v2.meganodes.net/img/games/p4/588.png,True,False
4,Booongo,Slot,582,Piggy Power: Hit the Bonus,Piggy Power: Hit the Bonus,https://bo-prd-v2.meganodes.net/img/games/p4/582.png,True,True
4,Booongo,Slot,581,Pink Joker: Hold and Win,Pink Joker: Hold and Win,https://bo-prd-v2.meganodes.net/img/games/p4/581.png,True,False
4,Booongo,Slot,457,Power Sun,Power Sun,https://bo-prd-v2.meganodes.net/img/games/p4/457.png,True,False
4,Booongo,Slot,459,3 Aztec Temples,3 Aztec Temples,https://bo-prd-v2.meganodes.net/img/games/p4/459.png,True,False
4,Booongo,Slot,454,3 Clover Pots Extra,3 Clover Pots Extra,https://bo-prd-v2.meganodes.net/img/games/p4/454.png,True,False
4,Booongo,Slot,453,Coin Lamp,Coin Lamp,https://bo-prd-v2.meganodes.net/img/games/p4/453.png,True,False
4,Booongo,Slot,444,Rocket Wins,Rocket Wins,https://bo-prd-v2.meganodes.net/img/games/p4/444.png,False,True
4,Booongo,Slot,442,3 African drums,3 African drums,https://bo-prd-v2.meganodes.net/img/games/p4/442.png,True,False
4,Booongo,Slot,441,Hawaii Riches,Hawaii Riches,https://bo-prd-v2.meganodes.net/img/games/p4/441.png,True,True
4,Booongo,Slot,436,China Festival,China Festival,https://bo-prd-v2.meganodes.net/img/games/p4/436.png,True,False
4,Booongo,Slot,437,Lava Coins,Lava Coins,https://bo-prd-v2.meganodes.net/img/games/p4/437.png,True,False
4,Booongo,Slot,433,3 Coin Volcanoes,3 Coin Volcanoes,https://bo-prd-v2.meganodes.net/img/games/p4/433.png,True,False
4,Booongo,Slot,400,3 Pots of Egypt,3 Pots of Egypt,https://bo-prd-v2.meganodes.net/img/games/p4/400.png,True,False
4,Booongo,Slot,396,Hot Fire Fruits,Hot Fire Fruits,https://bo-prd-v2.meganodes.net/img/games/p4/396.png,True,False
4,Booongo,Slot,395,Fortune Golobe,Fortune Golobe,https://bo-prd-v2.meganodes.net/img/games/p4/395.png,True,False
4,Booongo,Slot,391,Lucky Penny,Lucky Penny,https://bo-prd-v2.meganodes.net/img/games/p4/391.png,True,False
4,Booongo,Slot,572,Supercharged Clovers: Hold and Win,Supercharged Clovers: Hold and Win,https://bo-prd-v2.meganodes.net/img/games/p4/390.png,True,False
4,Booongo,Slot,618,3 Carts of Gold,3 Carts of Gold,https://bo-prd-v2.meganodes.net/img/games/p4/388.png,True,False
4,Booongo,Slot,387,Super Hot Chilli,Super Hot Chilli,https://bo-prd-v2.meganodes.net/img/games/p4/387.png,True,False
4,Booongo,Slot,385,Coin UP: Lightning,Coin UP: Lightning,https://bo-prd-v2.meganodes.net/img/games/p4/385.png,True,False
4,Booongo,Slot,384,Golden Teapot,Golden Teapot,https://bo-prd-v2.meganodes.net/img/games/p4/384.png,True,False
4,Booongo,Slot,382,Sky Coins,Sky Coins,https://bo-prd-v2.meganodes.net/img/games/p4/382.png,True,False
4,Booongo,Slot,567,Thunder Coins: Hold & Win,Thunder Coins: Hold & Win,https://bo-prd-v2.meganodes.net/img/games/p4/383.png,True,False
4,Booongo,Slot,381,Super Sticky Piggy,Super Sticky Piggy,https://bo-prd-v2.meganodes.net/img/games/p4/381.png,True,False
4,Booongo,Slot,595,Energy Joker: Hold and Win,Energy Joker: Hold and Win,https://bo-prd-v2.meganodes.net/img/games/p4/380.png,True,False
4,Booongo,Slot,614,Arizona Heist,Arizona Heist,https://bo-prd-v2.meganodes.net/img/games/p4/378.png,True,False
4,Booongo,Slot,379,Lamp of Wonder,Lamp of Wonder,https://bo-prd-v2.meganodes.net/img/games/p4/379.png,True,False
4,Booongo,Slot,377,Fishin' Bear,Fishin' Bear,https://bo-prd-v2.meganodes.net/img/games/p4/377.png,True,False
4,Booongo,Slot,376,3 China Pots,3 China Pots,https://bo-prd-v2.meganodes.net/img/games/p4/376.png,True,False
4,Booongo,Slot,568,Sunny Fruits 2: Hold & Win,Sunny Fruits 2: Hold & Win,https://bo-prd-v2.meganodes.net/img/games/p4/374.png,True,False
4,Booongo,Slot,607,Clover Charm: Hit the Bonus,Clover Charm: Hit the Bonus,https://bo-prd-v2.meganodes.net/img/games/p4/375.png,True,False
4,Booongo,Slot,372,3 Clover Pots,3 Clover Pots,https://bo-prd-v2.meganodes.net/img/games/p4/372.png,True,False
4,Booongo,Slot,617,3 Pots Riches Extra: Hold and Win,3 Pots Riches Extra: Hold and Win,https://bo-prd-v2.meganodes.net/img/games/p4/371.png,True,False
4,Booongo,Slot,370,Lion Coins,Lion Coins,https://bo-prd-v2.meganodes.net/img/games/p4/370.png,True,False
4,Booongo,Slot,369,Sky Pearls,Sky Pearls,https://bo-prd-v2.meganodes.net/img/games/p4/369.png,True,False
4,Booongo,Slot,368,3 Egypt Chests,3 Egypt Chests,https://bo-prd-v2.meganodes.net/img/games/p4/368.png,True,False
4,Booongo,Slot,593,Fire Temple: Hold and Win,Fire Temple: Hold and Win,https://bo-prd-v2.meganodes.net/img/games/p4/363.png,True,False
4,Booongo,Slot,579,Power Crown: Hold and Win,Power Crown: Hold and Win,https://bo-prd-v2.meganodes.net/img/games/p4/366.png,True,False
4,Booongo,Slot,571,Sherwood Coins: Hold and Win,Sherwood Coins: Hold and Win,https://bo-prd-v2.meganodes.net/img/games/p4/362.png,True,False
4,Booongo,Slot,360,Sun of Egypt 4,Sun of Egypt 4,https://bo-prd-v2.meganodes.net/img/games/p4/360.png,True,False
4,Booongo,Slot,359,Gold Nuggets,Gold Nuggets,https://bo-prd-v2.meganodes.net/img/games/p4/359.png,True,False
4,Booongo,Slot,594,Fire Coins: Hold and Win,Fire Coins: Hold and Win,https://bo-prd-v2.meganodes.net/img/games/p4/358.png,True,False
4,Booongo,Slot,356,Crystal Scarabs,Crystal Scarabs,https://bo-prd-v2.meganodes.net/img/games/p4/356.png,True,False
4,Booongo,Slot,355,African Spirit Sticky Wilds,African Spirit Sticky Wilds,https://bo-prd-v2.meganodes.net/img/games/p4/355.png,True,False
4,Booongo,Slot,583,Pearl Ocean: Hold and Win,Pearl Ocean: Hold and Win,https://bo-prd-v2.meganodes.net/img/games/p4/354.png,True,False
4,Booongo,Slot,596,Energy Coins: Hold and Win,Energy Coins: Hold and Win,https://bo-prd-v2.meganodes.net/img/games/p4/352.png,True,False
4,Booongo,Slot,603,Crown and Diamonds: Hold and Win,Crown and Diamonds: Hold and Win,https://bo-prd-v2.meganodes.net/img/games/p4/319.png,True,False
4,Booongo,Slot,318,Coin UP: Hot Fire,Coin UP: Hot Fire,https://bo-prd-v2.meganodes.net/img/games/p4/318.png,True,False
4,Booongo,Slot,317,Aztec Fire 2,Aztec Fire 2,https://bo-prd-v2.meganodes.net/img/games/p4/317.png,True,False
4,Booongo,Slot,316,Grab more Gold!,Grab more Gold!,https://bo-prd-v2.meganodes.net/img/games/p4/316.png,True,False
4,Booongo,Slot,315,Little Farm,Little Farm,https://bo-prd-v2.meganodes.net/img/games/p4/315.png,True,False
4,Booongo,Slot,313,777 Coins,777 Coins,https://bo-prd-v2.meganodes.net/img/games/p4/313.png,True,False
4,Booongo,Slot,312,Green Chilli 2,Green Chilli 2,https://bo-prd-v2.meganodes.net/img/games/p4/312.png,True,False
4,Booongo,Slot,309,Black Wolf 2,Black Wolf 2,https://bo-prd-v2.meganodes.net/img/games/p4/309.png,True,False
4,Booongo,Slot,305,3 Hot Chillies,3 Hot Chillies,https://bo-prd-v2.meganodes.net/img/games/p4/305.png,True,False
4,Booongo,Slot,308,Forest Spirit,Forest Spirit,https://bo-prd-v2.meganodes.net/img/games/p4/308.png,True,False
4,Booongo,Slot,609,Buffalo Power 2 : Hold and Win,Buffalo Power 2 : Hold and Win,https://bo-prd-v2.meganodes.net/img/games/p4/303.png,True,False
4,Booongo,Slot,302,Lady Fortune,Lady Fortune,https://bo-prd-v2.meganodes.net/img/games/p4/302.png,True,False
4,Booongo,Slot,301,Grab the Gold!,Grab the Gold!,https://bo-prd-v2.meganodes.net/img/games/p4/301.png,True,False
4,Booongo,Slot,605,Coin Strike: Hold and Win,Coin Strike: Hold and Win,https://bo-prd-v2.meganodes.net/img/games/p4/299.png,True,False
4,Booongo,Slot,300,Coin Volcano,Coin Volcano,https://bo-prd-v2.meganodes.net/img/games/p4/300.png,True,False
4,Booongo,Slot,297,More Magic Apple,More Magic Apple,https://bo-prd-v2.meganodes.net/img/games/p4/297.png,True,False
4,Booongo,Slot,296,Tiger Gems,Tiger Gems,https://bo-prd-v2.meganodes.net/img/games/p4/296.png,True,False
4,Booongo,Slot,574,Royal Joker: Hold and Win,Royal Joker: Hold and Win,https://bo-prd-v2.meganodes.net/img/games/p4/294.png,True,False
4,Booongo,Slot,585,Mammoth Peak: Hold and Win,Mammoth Peak: Hold and Win,https://bo-prd-v2.meganodes.net/img/games/p4/293.png,True,False
4,Booongo,Slot,292,Maya Sun,Maya Sun,https://bo-prd-v2.meganodes.net/img/games/p4/292.png,True,False
4,Booongo,Slot,291,Dragon Wealth Hold and Win,Dragon Wealth Hold and Win,https://bo-prd-v2.meganodes.net/img/games/p4/291.png,True,False
4,Booongo,Slot,580,Pirate Chest: Hold and Win,Pirate Chest: Hold and Win,https://bo-prd-v2.meganodes.net/img/games/p4/289.png,True,False
4,Booongo,Slot,288,Egypt Fire : Hold and Win,Egypt Fire : Hold and Win,https://bo-prd-v2.meganodes.net/img/games/p4/288.png,True,True
4,Booongo,Slot,287,Boom! Boom! Gold!,Boom! Boom! Gold!,https://bo-prd-v2.meganodes.net/img/games/p4/287.png,True,False
