provider_code,provider_name,category,game_symbol,game_name,localized_title,game_image,launch_enable,under_maintenance
1,Pragmatic Play,Slot,vs20multcann,Hell Butcher,Hell Butcher,https://bo-prd-v2.meganodes.net/img/games/p1/vs20multcann.jpg,True,False
1,Pragmatic Play,Slot,vs25bstackwild,Out of the Woods,Out of the Woods,https://bo-prd-v2.meganodes.net/img/games/p1/vs25bstackwild.jpg,True,False
1,Pragmatic Play,Slot,vs20wraanu,Fury of Anubis,Fury of Anubis,https://bo-prd-v2.meganodes.net/img/games/p1/vs20wraanu.jpg,True,False
1,Pragmatic Play,Slot,vs20bigbbear,Bear Crazy,Bear Crazy,https://bo-prd-v2.meganodes.net/img/games/p1/vs20bigbbear.jpg,True,False
1,Pragmatic Play,Slot,vswaysmajhng3p,Mahjong Wins Triple Pot,Mahjong Wins Triple Pot,https://bo-prd-v2.meganodes.net/img/games/p1/vswaysmajhng3p.jpg,True,False
1,Pragmatic Play,Slot,vswaysbibebarn,Better Barn House Bonanza,Better Barn House Bonanza,https://bo-prd-v2.meganodes.net/img/games/p1/vswaysbibebarn.jpg,True,False
1,Pragmatic Play,Slot,vsways4ptgld,Caishen’s Cash Pots,Caishen’s Cash Pots,https://bo-prd-v2.meganodes.net/img/games/p1/vsways4ptgld.jpg,True,False
1,Pragmatic Play,Slot,vswayssanator,Sanatorium Secrets,Sanatorium Secrets,https://bo-prd-v2.meganodes.net/img/games/p1/vswayssanator.jpg,True,False
1,Pragmatic Play,Slot,vs20candyia,Candy Rush,Candy Rush,https://bo-prd-v2.meganodes.net/img/games/p1/vs20candyia.jpg,True,False
1,Pragmatic Play,Live,4601,SEOTDA_BACCARAT,SEOTDA_BACCARAT,https://bo-prd-v2.meganodes.net/img/games/p1/4601.jpg,True,False
1,Pragmatic Play,Slot,vs5jkrrevenge,Joker's Revenge,Joker's Revenge,https://bo-prd-v2.meganodes.net/img/games/p1/vs5jkrrevenge.jpg,True,False
1,Pragmatic Play,Slot,vs10bbwcup,Big Bass Football Bonanza,Big Bass Football Bonanza,https://bo-prd-v2.meganodes.net/img/games/p1/vs10bbwcup.jpg,True,False
1,Pragmatic Play,Slot,vs20bgdoghouse,The Big Dog House,The Big Dog House,https://bo-prd-v2.meganodes.net/img/games/p1/vs20bgdoghouse.jpg,True,False
1,Pragmatic Play,Slot,vs20prizegrow,Heartbreakers,Heartbreakers,https://bo-prd-v2.meganodes.net/img/games/p1/vs20prizegrow.jpg,True,False
1,Pragmatic Play,Slot,vswaysrocktrls,Launch to Riches,Launch to Riches,https://bo-prd-v2.meganodes.net/img/games/p1/vswaysrocktrls.jpg,True,False
1,Pragmatic Play,Slot,vswaysmrcursc,Mr Null’s Wicked Wares,Mr Null’s Wicked Wares,https://bo-prd-v2.meganodes.net/img/games/p1/vswaysmrcursc.jpg,True,False
1,Pragmatic Play,Slot,vswaysdragden,Dragon Pots Megaways™,Dragon Pots Megaways™,https://bo-prd-v2.meganodes.net/img/games/p1/vswaysdragden.jpg,True,False
1,Pragmatic Play,Slot,vs20swbon2500,Sweet Bonanza 2500,Sweet Bonanza 2500,https://bo-prd-v2.meganodes.net/img/games/p1/vs20swbon2500.jpg,True,False
1,Pragmatic Play,Slot,vs10bbtrphfshn,Big Bass Trophy Catch,Big Bass Trophy Catch,https://bo-prd-v2.meganodes.net/img/games/p1/vs10bbtrphfshn.jpg,True,False
1,Pragmatic Play,Slot,vs50grghsts,Great Ghosts!,Great Ghosts!,https://bo-prd-v2.meganodes.net/img/games/p1/vs50grghsts.jpg,True,False
1,Pragmatic Play,Slot,vswayscypup,Cyber Pup Megaways™,Cyber Pup Megaways™,https://bo-prd-v2.meganodes.net/img/games/p1/vswayscypup.jpg,True,False
1,Pragmatic Play,Slot,vs20thunder,Inca Queen,Inca Queen,https://bo-prd-v2.meganodes.net/img/games/p1/vs20thunder.jpg,True,False
1,Pragmatic Play,Slot,vs20slightwdm,Idol Pop Fever,Idol Pop Fever,https://bo-prd-v2.meganodes.net/img/games/p1/vs20slightwdm.jpg,True,False
1,Pragmatic Play,Slot,vs20payanyvol,Jelly Express,Jelly Express,https://bo-prd-v2.meganodes.net/img/games/p1/vs20payanyvol.jpg,True,False
1,Pragmatic Play,Slot,vswaysbooboo,Furry Bonanza Megaways™,Furry Bonanza Megaways™,https://bo-prd-v2.meganodes.net/img/games/p1/vswaysbooboo.jpg,True,False
1,Pragmatic Play,Slot,vs20clustersw,Snow Party,Snow Party,https://bo-prd-v2.meganodes.net/img/games/p1/vs20clustersw.jpg,True,False
1,Pragmatic Play,Slot,vs10stmreels,Steamin’ Reels,Steamin’ Reels,https://bo-prd-v2.meganodes.net/img/games/p1/vs10stmreels.jpg,True,False
1,Pragmatic Play,Slot,vswaystrpgug,Triple Pot Diamond,Triple Pot Diamond,https://bo-prd-v2.meganodes.net/img/games/p1/vswaystrpgug.jpg,True,False
1,Pragmatic Play,Slot,vs25luckpub,Luckys Wild Pub 2,Luckys Wild Pub 2,https://bo-prd-v2.meganodes.net/img/games/p1/vs25luckpub.jpg,True,False
1,Pragmatic Play,Slot,vswaysmjwl2,Mummys Jewels 100,Mummys Jewels 100,https://bo-prd-v2.meganodes.net/img/games/p1/vswaysmjwl2.jpg,True,False
1,Pragmatic Play,Slot,vs10bbrcdr,Big Bass Raceday Repeat,Big Bass Raceday Repeat,https://bo-prd-v2.meganodes.net/img/games/p1/vs10bbrcdr.jpg,True,False
1,Pragmatic Play,Slot,vs20dhousehm,Haunted Crypt,Haunted Crypt,https://bo-prd-v2.meganodes.net/img/games/p1/vs20dhousehm.jpg,True,False
1,Pragmatic Play,Slot,vs25scolymp,CULT,CULT,https://bo-prd-v2.meganodes.net/img/games/p1/vs25scolymp.jpg,True,False
1,Pragmatic Play,Slot,vs20rnriches,Rolling in Treasures,Rolling in Treasures,https://bo-prd-v2.meganodes.net/img/games/p1/vs20rnriches.jpg,True,False
1,Pragmatic Play,Slot,vswayscyclop,Wild Skullz,Wild Skullz,https://bo-prd-v2.meganodes.net/img/games/p1/vswayscyclop.jpg,True,False
1,Pragmatic Play,Slot,vs25wolfgmm,3 Magic Eggs,3 Magic Eggs,https://bo-prd-v2.meganodes.net/img/games/p1/vs25wolfgmm.jpg,True,False
1,Pragmatic Play,Slot,vs5tikistrike,Super Tiki Strike,Super Tiki Strike,https://bo-prd-v2.meganodes.net/img/games/p1/vs5tikistrike.jpg,True,False
1,Pragmatic Play,Slot,vs25tripleps,Treasure of Osiris,Treasure of Osiris,https://bo-prd-v2.meganodes.net/img/games/p1/vs25tripleps.jpg,True,False
1,Pragmatic Play,Slot,vs15zeushadseq,Zeus vs Hades - Gods of War 250,Zeus vs Hades - Gods of War 250,https://bo-prd-v2.meganodes.net/img/games/p1/vs15zeushadseq.jpg,True,False
1,Pragmatic Play,Slot,vs10dublin,Emerald King - Wheel of Wealth,Emerald King - Wheel of Wealth,https://bo-prd-v2.meganodes.net/img/games/p1/vs10dublin.jpg,True,False
1,Pragmatic Play,Slot,vswaysfirest3,Fire Stampede Ultimate,Fire Stampede Ultimate,https://bo-prd-v2.meganodes.net/img/games/p1/vswaysfirest3.jpg,True,False
1,Pragmatic Play,Slot,vs10cenrlgdevl,Knight vs Barbarians,Knight vs Barbarians,https://bo-prd-v2.meganodes.net/img/games/p1/vs10cenrlgdevl.jpg,True,False
1,Pragmatic Play,Slot,vswayscyhecity,Cyberheist City,Cyberheist City,https://bo-prd-v2.meganodes.net/img/games/p1/vswayscyhecity.jpg,True,False
1,Pragmatic Play,Slot,vs10bbsplashx,Big Bass Splash 1000,Big Bass Splash 1000,https://bo-prd-v2.meganodes.net/img/games/p1/vs10bbsplashx.jpg,True,False
1,Pragmatic Play,Slot,vswaysbkingasc,Buffalo King Untamed Megaways,Buffalo King Untamed Megaways,https://bo-prd-v2.meganodes.net/img/games/p1/vswaysbkingasc.jpg,True,False
1,Pragmatic Play,Slot,vswayswildeq,Wheel of Happiness,Wheel of Happiness,https://bo-prd-v2.meganodes.net/img/games/p1/vswayswildeq.jpg,True,False
1,Pragmatic Play,Slot,vs10hottuna,Hot Tuna,Hot Tuna,https://bo-prd-v2.meganodes.net/img/games/p1/vs10hottuna.jpg,True,False
1,Pragmatic Play,Slot,vswaysacnd,Anaconda Gold,Anaconda Gold,https://bo-prd-v2.meganodes.net/img/games/p1/vswaysacnd.jpg,True,False
1,Pragmatic Play,Slot,vs40hmrstrm,Hammerstorm,Hammerstorm,https://bo-prd-v2.meganodes.net/img/games/p1/vs40hmrstrm.jpg,True,False
1,Pragmatic Play,Slot,vs20olympgcl,Fortune of Olympus,Fortune of Olympus,https://bo-prd-v2.meganodes.net/img/games/p1/vs20olympgcl.jpg,True,False
1,Pragmatic Play,Slot,vs20sugrushss,Sugar Rush Super Scatter,Sugar Rush Super Scatter,https://bo-prd-v2.meganodes.net/img/games/p1/vs20sugrushss.jpg,True,False
1,Pragmatic Play,Slot,vs20shmnarise,Gates of Pyroth,Gates of Pyroth,https://bo-prd-v2.meganodes.net/img/games/p1/vs20shmnarise.jpg,True,False
1,Pragmatic Play,Slot,vs20chestcol,Sweet Craze,Sweet Craze,https://bo-prd-v2.meganodes.net/img/games/p1/vs20chestcol.jpg,True,False
1,Pragmatic Play,Slot,vswaysreelbtl,Zeus vs Typhon,Zeus vs Typhon,https://bo-prd-v2.meganodes.net/img/games/p1/vswaysreelbtl.jpg,True,False
1,Pragmatic Play,Slot,vswayswildb,Bloody Dawn,Bloody Dawn,https://bo-prd-v2.meganodes.net/img/games/p1/vswayswildb.jpg,True,False
1,Pragmatic Play,Slot,vs20procountxm,Wisdom of Athena 1000 Xmas,Wisdom of Athena 1000 Xmas,https://bo-prd-v2.meganodes.net/img/games/p1/vs20procountxm.jpg,True,False
1,Pragmatic Play,Slot,vs10santasl,Santa’s Slay,Santa’s Slay,https://bo-prd-v2.meganodes.net/img/games/p1/vs10santasl.jpg,True,False
1,Pragmatic Play,Slot,vs10djneko,DJ Neko,DJ Neko,https://bo-prd-v2.meganodes.net/img/games/p1/vs10djneko.jpg,True,False
1,Pragmatic Play,Slot,vs5supergummy,Super Gummy Strike,Super Gummy Strike,https://bo-prd-v2.meganodes.net/img/games/p1/vs5supergummy.jpg,True,False
1,Pragmatic Play,Slot,vswaysyinyang,Duel of Night & Day,Duel of Night & Day,https://bo-prd-v2.meganodes.net/img/games/p1/vswaysyinyang.jpg,True,False
1,Pragmatic Play,Slot,vs10bbglxmas,Big Bass Christmas – Frozen Lake,Big Bass Christmas – Frozen Lake,https://bo-prd-v2.meganodes.net/img/games/p1/vs10bbglxmas.jpg,True,False
1,Pragmatic Play,Slot,vs20stararx,Starlight Archer 1000,Starlight Archer 1000,https://bo-prd-v2.meganodes.net/img/games/p1/vs20stararx.jpg,True,False
1,Pragmatic Play,Slot,vs20oragold,Oracle of Gold,Oracle of Gold,https://bo-prd-v2.meganodes.net/img/games/p1/vs20oragold.jpg,True,False
1,Pragmatic Play,Slot,vs20starprss,Starlight Princess Super Scatter,Starlight Princess Super Scatter,https://bo-prd-v2.meganodes.net/img/games/p1/vs20starprss.jpg,True,False
1,Pragmatic Play,Slot,vs40pdmrsg,Pandemic Rising,Pandemic Rising,https://bo-prd-v2.meganodes.net/img/games/p1/vs40pdmrsg.jpg,True,False
1,Pragmatic Play,Slot,vswayswwrichr,Wild Wild Riches Returns,Wild Wild Riches Returns,https://bo-prd-v2.meganodes.net/img/games/p1/vswayswwrichr.jpg,True,False
1,Pragmatic Play,Slot,vs20plantaliex,Plants vs Aliens,Plants vs Aliens,https://bo-prd-v2.meganodes.net/img/games/p1/vs20plantaliex.jpg,True,False
1,Pragmatic Play,Slot,vs20frankie,Frightening Frankie,Frightening Frankie,https://bo-prd-v2.meganodes.net/img/games/p1/vs20frankie.jpg,True,False
1,Pragmatic Play,Slot,vs30bingomania,Bingo Mania,Bingo Mania,https://bo-prd-v2.meganodes.net/img/games/p1/vs30bingomania.jpg,True,False
1,Pragmatic Play,Slot,vswayslavabls,Lava Balls,Lava Balls,https://bo-prd-v2.meganodes.net/img/games/p1/vswayslavabls.jpg,True,False
1,Pragmatic Play,Slot,vs10bhallbnza3,Big Bass Halloween 3,Big Bass Halloween 3,https://bo-prd-v2.meganodes.net/img/games/p1/vs10bhallbnza3.jpg,True,False
1,Pragmatic Play,Slot,vs20mmdtres,Mermaid’s Treasure Trove,Mermaid’s Treasure Trove,https://bo-prd-v2.meganodes.net/img/games/p1/vs20mmdtres.jpg,True,False
1,Pragmatic Play,Slot,vs20fishptrn,Happy Nets,Happy Nets,https://bo-prd-v2.meganodes.net/img/games/p1/vs20fishptrn.jpg,True,False
1,Pragmatic Play,Slot,vs20swrbon,Sweet Rush Bonanza,Sweet Rush Bonanza,https://bo-prd-v2.meganodes.net/img/games/p1/vs20swrbon.jpg,True,False
1,Pragmatic Play,Slot,vs25caishen2,Chests of Cai Shen 2,Chests of Cai Shen 2,https://bo-prd-v2.meganodes.net/img/games/p1/vs25caishen2.jpg,True,False
1,Pragmatic Play,Slot,vs100hsandks,Hundreds and Thousands,Hundreds and Thousands,https://bo-prd-v2.meganodes.net/img/games/p1/vs100hsandks.jpg,True,False
1,Pragmatic Play,Slot,vswaysfortsup,Fortune Ace Super Scatter,Fortune Ace Super Scatter,https://bo-prd-v2.meganodes.net/img/games/p1/vswaysfortsup.jpg,True,False
1,Pragmatic Play,Slot,vs20bhunter,Bounty Hunter,Bounty Hunter,https://bo-prd-v2.meganodes.net/img/games/p1/vs20bhunter.jpg,True,False
1,Pragmatic Play,Slot,vs10beekeep,Bee Keeper,Bee Keeper,https://bo-prd-v2.meganodes.net/img/games/p1/vs10beekeep.jpg,True,False
1,Pragmatic Play,Slot,vs5luckdce88,Lucky Dice,Lucky Dice,https://bo-prd-v2.meganodes.net/img/games/p1/vs5luckdce88.jpg,True,False
1,Pragmatic Play,Slot,vswaysbbarnh,Bigger Barn House Bonanza,Bigger Barn House Bonanza,https://bo-prd-v2.meganodes.net/img/games/p1/vswaysbbarnh.jpg,True,False
1,Pragmatic Play,Slot,vs20lbstrhouse,Lobster House,Lobster House,https://bo-prd-v2.meganodes.net/img/games/p1/vs20lbstrhouse.jpg,True,False
1,Pragmatic Play,Slot,vswayschilhtwo,Captain Kraken Megaways™,Captain Kraken Megaways™,https://bo-prd-v2.meganodes.net/img/games/p1/vswayschilhtwo.jpg,True,False
1,Pragmatic Play,Slot,vs10jpblaze,Jackpot Blaze,Jackpot Blaze,https://bo-prd-v2.meganodes.net/img/games/p1/vs10jpblaze.jpg,True,False
1,Pragmatic Play,Slot,vs20gengembnz,Genie’s Gem Bonanza,Genie’s Gem Bonanza,https://bo-prd-v2.meganodes.net/img/games/p1/vs20gengembnz.jpg,True,False
1,Pragmatic Play,Slot,vs7fire88fp,Mystic Wishes,Mystic Wishes,https://bo-prd-v2.meganodes.net/img/games/p1/vs7fire88fp.jpg,True,False
1,Pragmatic Play,Slot,vswayspompmr2,Zombie School Megaways™,Zombie School Megaways™,https://bo-prd-v2.meganodes.net/img/games/p1/vswayspompmr2.jpg,True,False
1,Pragmatic Play,Slot,vs10spellmastr,Spellmaster,Spellmaster,https://bo-prd-v2.meganodes.net/img/games/p1/vs10spellmastr.jpg,True,False
1,Pragmatic Play,Slot,vs5ultradice,Ultra Burn Dice,Ultra Burn Dice,https://bo-prd-v2.meganodes.net/img/games/p1/vs5ultradice.jpg,True,False
1,Pragmatic Play,Slot,vs20popbottles,Ice Mints,Ice Mints,https://bo-prd-v2.meganodes.net/img/games/p1/vs20popbottles.jpg,True,False
1,Pragmatic Play,Slot,vswaysfirest2,Fire Stampede 2,Fire Stampede 2,https://bo-prd-v2.meganodes.net/img/games/p1/vswaysfirest2.jpg,True,False
1,Pragmatic Play,Slot,vs5spjokfp,Code of Cairo,Code of Cairo,https://bo-prd-v2.meganodes.net/img/games/p1/vs5spjokfp.jpg,True,False
1,Pragmatic Play,Slot,vs10bbrrp,Big Bass Reel Repeat,Big Bass Reel Repeat,https://bo-prd-v2.meganodes.net/img/games/p1/vs10bbrrp.jpg,True,False
1,Pragmatic Play,Slot,vs20swbonsup,Sweet Bonanza Super Scatter,Sweet Bonanza Super Scatter,https://bo-prd-v2.meganodes.net/img/games/p1/vs20swbonsup.jpg,True,False
1,Pragmatic Play,Slot,vs5tdragresk,Dino Drop,Dino Drop,https://bo-prd-v2.meganodes.net/img/games/p1/vs5tdragresk.jpg,True,False
1,Pragmatic Play,Slot,vs25quadwolf,Wolf Gold 4 Pack,Wolf Gold 4 Pack,https://bo-prd-v2.meganodes.net/img/games/p1/vs25quadwolf.jpg,True,False
1,Pragmatic Play,Slot,vswaysargonts,Argonauts,Argonauts,https://bo-prd-v2.meganodes.net/img/games/p1/vswaysargonts.jpg,True,False
1,Pragmatic Play,Slot,vswaysbattlegz,Battle Ground Zero Megaways,Battle Ground Zero Megaways,https://bo-prd-v2.meganodes.net/img/games/p1/vswaysbattlegz.jpg,True,False
1,Pragmatic Play,Slot,vs10chillihmr,Chilli Heat Spicy Spins,Chilli Heat Spicy Spins,https://bo-prd-v2.meganodes.net/img/games/p1/vs10chillihmr.jpg,True,False
1,Pragmatic Play,Slot,vs10piggybank,You Can Piggy Bank on it,You Can Piggy Bank on it,https://bo-prd-v2.meganodes.net/img/games/p1/vs10piggybank.jpg,True,False
1,Pragmatic Play,Slot,vs5t8goldfp,777 Rush,777 Rush,https://bo-prd-v2.meganodes.net/img/games/p1/vs5t8goldfp.jpg,True,False
1,Pragmatic Play,Slot,vs9gemtrio,Gem Trio,Gem Trio,https://bo-prd-v2.meganodes.net/img/games/p1/vs9gemtrio.jpg,True,False
1,Pragmatic Play,Slot,vs12trpcnhour,Club Tropicana - Happy Hour,Club Tropicana - Happy Hour,https://bo-prd-v2.meganodes.net/img/games/p1/vs12trpcnhour.jpg,True,False
1,Pragmatic Play,Slot,vs20bigmass,Waves of Poseidon,Waves of Poseidon,https://bo-prd-v2.meganodes.net/img/games/p1/vs20bigmass.jpg,True,False
1,Pragmatic Play,Slot,vs20alieninv,Alien Invaders,Alien Invaders,https://bo-prd-v2.meganodes.net/img/games/p1/vs20alieninv.jpg,True,False
1,Pragmatic Play,Slot,vs20wwgcluster,Wild West Gold Blazing Bounty,Wild West Gold Blazing Bounty,https://bo-prd-v2.meganodes.net/img/games/p1/vs20wwgcluster.jpg,True,False
1,Pragmatic Play,Slot,vs1mjokfp,Master Gems,Master Gems,https://bo-prd-v2.meganodes.net/img/games/p1/vs1mjokfp.jpg,True,False
1,Pragmatic Play,Slot,vs10fingerlfs,Finger Lick'n Free Spins,Finger Lick'n Free Spins,https://bo-prd-v2.meganodes.net/img/games/p1/vs10fingerlfs.jpg,True,False
1,Pragmatic Play,Slot,vs20gemfirefor,Gem Fire Fortune,Gem Fire Fortune,https://bo-prd-v2.meganodes.net/img/games/p1/vs20gemfirefor.jpg,True,False
1,Pragmatic Play,Slot,vs10diamondrgh,Temple Guardians,Temple Guardians,https://bo-prd-v2.meganodes.net/img/games/p1/vs10diamondrgh.jpg,True,False
1,Pragmatic Play,Slot,vs10bbbbrnd,Big Bass Boxing Bonus Round,Big Bass Boxing Bonus Round,https://bo-prd-v2.meganodes.net/img/games/p1/vs10bbbbrnd.jpg,True,False
1,Pragmatic Play,Slot,vs25goldpartya,Gold Party 2 - After Hours,Gold Party 2 - After Hours,https://bo-prd-v2.meganodes.net/img/games/p1/vs25goldpartya.jpg,True,False
1,Pragmatic Play,Slot,vswaysmjwl,Mummy’s Jewels,Mummy’s Jewels,https://bo-prd-v2.meganodes.net/img/games/p1/vswaysmjwl.jpg,True,False
1,Pragmatic Play,Slot,vswaysolwfp,Olympus Wins,Olympus Wins,https://bo-prd-v2.meganodes.net/img/games/p1/vswaysolwfp.jpg,True,False
1,Pragmatic Play,Slot,vs20gtsofhades,Gates of Hades,Gates of Hades,https://bo-prd-v2.meganodes.net/img/games/p1/vs20gtsofhades.jpg,True,False
1,Pragmatic Play,Slot,vswaysaztecgm,Fortunes of Aztec,Fortunes of Aztec,https://bo-prd-v2.meganodes.net/img/games/p1/vswaysaztecgm.jpg,True,False
1,Pragmatic Play,Slot,vswaysmwss,Mahjong Wins Super Scatter,Mahjong Wins Super Scatter,https://bo-prd-v2.meganodes.net/img/games/p1/vswaysmwss.jpg,True,False
1,Pragmatic Play,Slot,vs25goldrexp,Majestic Express - Gold Run,Majestic Express - Gold Run,https://bo-prd-v2.meganodes.net/img/games/p1/vs25goldrexp.jpg,True,False
1,Pragmatic Play,Slot,vs20slmpop,Slime POP,Slime POP,https://bo-prd-v2.meganodes.net/img/games/p1/vs20slmpop.jpg,True,False
1,Pragmatic Play,Slot,vs25pfarmfp,Pig Farm,Pig Farm,https://bo-prd-v2.meganodes.net/img/games/p1/vs25pfarmfp.jpg,True,False
1,Pragmatic Play,Slot,vs15eyeofspart,Eye of Spartacus,Eye of Spartacus,https://bo-prd-v2.meganodes.net/img/games/p1/vs15eyeofspart.jpg,True,False
1,Pragmatic Play,Slot,vs20jjjack,Jumbo Safari,Jumbo Safari,https://bo-prd-v2.meganodes.net/img/games/p1/vs20jjjack.jpg,True,False
1,Pragmatic Play,Slot,vs25sleepdrag,Sleeping Dragon,Sleeping Dragon,https://bo-prd-v2.meganodes.net/img/games/p1/vs25sleepdrag.jpg,True,False
1,Pragmatic Play,Slot,vswaysresurich,Resurrecting Riches,Resurrecting Riches,https://bo-prd-v2.meganodes.net/img/games/p1/vswaysresurich.jpg,True,False
1,Pragmatic Play,Slot,vs10gbseries,Fiesta Fortune,Fiesta Fortune,https://bo-prd-v2.meganodes.net/img/games/p1/vs10gbseries.jpg,True,False
1,Pragmatic Play,Slot,vswayssw,Starlight Wins,Starlight Wins,https://bo-prd-v2.meganodes.net/img/games/p1/vswayssw.jpg,True,False
1,Pragmatic Play,Slot,vs20olympgold,Gates of Olympus Super Scatter,Gates of Olympus Super Scatter,https://bo-prd-v2.meganodes.net/img/games/p1/vs20olympgold.jpg,True,False
1,Pragmatic Play,Slot,vs10bbbnz1000,Big Bass Bonanza 1000,Big Bass Bonanza 1000,https://bo-prd-v2.meganodes.net/img/games/p1/vs10bbbnz1000.jpg,True,False
1,Pragmatic Play,Slot,vswayswildbrst,Witch Heart Megaways™,Witch Heart Megaways™,https://bo-prd-v2.meganodes.net/img/games/p1/vswayswildbrst.jpg,True,False
1,Pragmatic Play,Slot,vsways5lionsr,5 Lions Reborn,5 Lions Reborn,https://bo-prd-v2.meganodes.net/img/games/p1/vsways5lionsr.jpg,True,False
1,Pragmatic Play,Slot,vs9ridelightng,Ride the Lightning,Ride the Lightning,https://bo-prd-v2.meganodes.net/img/games/p1/vs9ridelightng.jpg,True,False
1,Pragmatic Play,Slot,vs5luckyphnly,Lucky Phoenix,Lucky Phoenix,https://bo-prd-v2.meganodes.net/img/games/p1/vs5luckyphnly.jpg,True,False
1,Pragmatic Play,Slot,vswayscashsurg,Cash Surge,Cash Surge,https://bo-prd-v2.meganodes.net/img/games/p1/vswayscashsurg.jpg,True,True
1,Pragmatic Play,Slot,vswaysbandit,Bandit Megaways™,Bandit Megaways™,https://bo-prd-v2.meganodes.net/img/games/p1/vswaysbandit.jpg,True,False
1,Pragmatic Play,Slot,vs20fpartydice,Fruit Party Dice,Fruit Party Dice,https://bo-prd-v2.meganodes.net/img/games/p1/vs20fpartydice.jpg,True,False
1,Pragmatic Play,Slot,vs20lightblitz,Blitz Super Wheel,Blitz Super Wheel,https://bo-prd-v2.meganodes.net/img/games/p1/vs20lightblitz.jpg,True,False
1,Pragmatic Play,Slot,vs5luckyt1kly,Lucky Tiger 1000,Lucky Tiger 1000,https://bo-prd-v2.meganodes.net/img/games/p1/vs5luckyt1kly.jpg,True,False
1,Pragmatic Play,Slot,vs5jokerjc,Joker's Jewels Cash,Joker's Jewels Cash,https://bo-prd-v2.meganodes.net/img/games/p1/vs5jokerjc.jpg,True,False
1,Pragmatic Play,Slot,vswaysasiatrzn,Triple Pot Gold,Triple Pot Gold,https://bo-prd-v2.meganodes.net/img/games/p1/vswaysasiatrzn.jpg,True,False
1,Pragmatic Play,Slot,vs20dede,Saray Ruyasi,Saray Ruyasi,https://bo-prd-v2.meganodes.net/img/games/p1/vs20dede.jpg,True,False
1,Pragmatic Play,Slot,vs10swbass,Sweet Baklava,Sweet Baklava,https://bo-prd-v2.meganodes.net/img/games/p1/vs10swbass.jpg,True,False
1,Pragmatic Play,Slot,vs20fatbook,Book of Monsters,Book of Monsters,https://bo-prd-v2.meganodes.net/img/games/p1/vs20fatbook.jpg,True,False
1,Pragmatic Play,Slot,vs5wfrog,Wealthy Frog,Wealthy Frog,https://bo-prd-v2.meganodes.net/img/games/p1/vs5wfrog.jpg,True,False
1,Pragmatic Play,Slot,vs10emotiwins,Emotiwins,Emotiwins,https://bo-prd-v2.meganodes.net/img/games/p1/vs10emotiwins.jpg,True,False
1,Pragmatic Play,Slot,vs5luckymly,Lucky MonKey,Lucky MonKey,https://bo-prd-v2.meganodes.net/img/games/p1/vs5luckymly.jpg,True,False
1,Pragmatic Play,Slot,vs5luckydogly,Lucky Dog,Lucky Dog,https://bo-prd-v2.meganodes.net/img/games/p1/vs5luckydogly.jpg,True,False
1,Pragmatic Play,Slot,vs1dragon888,Plushie Wins,Plushie Wins,https://bo-prd-v2.meganodes.net/img/games/p1/vs1dragon888.jpg,True,False
1,Pragmatic Play,Slot,vs5jellyc,Jelly Candy,Jelly Candy,https://bo-prd-v2.meganodes.net/img/games/p1/vs5jellyc.jpg,True,False
1,Pragmatic Play,Slot,vs10fortnhsly,Lucky Ox,Lucky Ox,https://bo-prd-v2.meganodes.net/img/games/p1/vs10fortnhsly.jpg,True,False
1,Pragmatic Play,Slot,vs10forwildly,Lucky Mouse,Lucky Mouse,https://bo-prd-v2.meganodes.net/img/games/p1/vs10forwildly.jpg,True,False
1,Pragmatic Play,Slot,vs5luckytigly,Lucky Tiger,Lucky Tiger,https://bo-prd-v2.meganodes.net/img/games/p1/vs5luckytigly.jpg,True,False
1,Pragmatic Play,Slot,vswaysvlcgds,Volcano Goddess,Volcano Goddess,https://bo-prd-v2.meganodes.net/img/games/p1/vswaysvlcgds.jpg,True,False
1,Pragmatic Play,Slot,vs10bbdice,Big Bass Dice,Big Bass Dice,https://bo-prd-v2.meganodes.net/img/games/p1/vs10bbdice.jpg,True,False
1,Pragmatic Play,Slot,vs25luckwildpb,Lucky's Wild Pub,Lucky's Wild Pub,https://bo-prd-v2.meganodes.net/img/games/p1/vs25luckwildpb.jpg,True,False
1,Pragmatic Play,Slot,vs20dhsuper,The Dog House - Royal Hunt,The Dog House - Royal Hunt,https://bo-prd-v2.meganodes.net/img/games/p1/vs20dhsuper.jpg,True,False
1,Pragmatic Play,Slot,vswayswwjoker,Wild Wild Joker,Wild Wild Joker,https://bo-prd-v2.meganodes.net/img/games/p1/vswayswwjoker.jpg,True,False
1,Pragmatic Play,Slot,vswaysmltchmgw,Raging Waterfall Megaways™,Raging Waterfall Megaways™,https://bo-prd-v2.meganodes.net/img/games/p1/vswaysmltchmgw.jpg,True,False
1,Pragmatic Play,Slot,vs10fortnpig,Greedy Fortune Pig,Greedy Fortune Pig,https://bo-prd-v2.meganodes.net/img/games/p1/vs10fortnpig.jpg,True,False
1,Pragmatic Play,Slot,vs20swdicex,Sweet Bonanza 1000 Dice,Sweet Bonanza 1000 Dice,https://bo-prd-v2.meganodes.net/img/games/p1/vs20swdicex.jpg,True,False
1,Pragmatic Play,Slot,vs20dicegatex,Gates of Olympus 1000 Dice,Gates of Olympus 1000 Dice,https://bo-prd-v2.meganodes.net/img/games/p1/vs20dicegatex.jpg,True,False
